year,date,crew,site,reach,transect.num,habitat.type,habitat.length,dist.from.trans,direction.us.ds,river.side.L.R,bank.w pre add,bank.w,wetted.edge pre add,wetted.edge,wetted.w,distance pre add,distance m,depth,velocity,F,SG,LG,SC,LC,B,R,comments
2024,12-Jul-24,JM JG,Deadman,3,7,glide,21.37,14.54,us,right,22.3,22.5,0.9,1.1,16.3,5,5.2,0.22,0.31,100,0,0,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,7,glide,21.37,14.54,us,right,22.3,22.5,0.9,1.1,16.3,6,6.2,0.14,0.36,80,20,0,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,7,glide,21.37,14.54,us,right,22.3,22.5,0.9,1.1,16.3,7,7.2,0.18,0.18,80,20,0,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,7,glide,21.37,14.54,us,right,22.3,22.5,0.9,1.1,16.3,8,8.2,0,0,999,999,999,999,999,999,999,
2024,12-Jul-24,JM JG,Deadman,3,7,glide,21.37,14.54,us,right,22.3,22.5,0.9,1.1,16.3,8.6,8.8,0,0,999,999,999,999,999,999,999,
2024,12-Jul-24,JM JG,Deadman,3,7,glide,21.37,14.54,us,right,22.3,22.5,0.9,1.1,16.3,9,9.2,0.01,0,10,30,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,7,glide,21.37,14.54,us,right,22.3,22.5,0.9,1.1,16.3,10,10.2,0.01,0,10,30,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,7,glide,21.37,14.54,us,right,22.3,22.5,0.9,1.1,16.3,11,11.2,0.02,0,10,30,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,7,glide,21.37,14.54,us,right,22.3,22.5,0.9,1.1,16.3,12,12.2,0.12,1,10,20,70,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,7,glide,21.37,14.54,us,right,22.3,22.5,0.9,1.1,16.3,13,13.2,0.18,0.8,10,30,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,7,glide,21.37,14.54,us,right,22.3,22.5,0.9,1.1,16.3,14,14.2,0.24,0.67,20,30,50,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,7,glide,21.37,14.54,us,right,22.3,22.5,0.9,1.1,16.3,15,15.2,0.31,0.7,20,40,40,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,7,glide,21.37,14.54,us,right,22.3,22.5,0.9,1.1,16.3,16,16.2,0.34,0.41,20,50,30,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,7,glide,21.37,14.54,us,right,22.3,22.5,0.9,1.1,16.3,17,17.2,0.23,0.41,10,40,50,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,7,glide,21.37,14.54,us,right,22.3,22.5,0.9,1.1,16.3,17.8,18,0,0,999,999,999,999,999,999,999,
2024,12-Jul-24,JM JG,Deadman,3,8,glide,21.37,11.35,us,right,15.46,15.46,2.95,2.95,8.55,2.95,2.95,0,0,999,999,999,999,999,999,999,Deep pool/glide
2024,12-Jul-24,JM JG,Deadman,3,8,glide,21.37,11.35,us,right,15.46,15.46,2.95,2.95,8.55,3,3,0.04,0,100,0,0,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,8,glide,21.37,11.35,us,right,15.46,15.46,2.95,2.95,8.55,4,4,0.12,0.08,100,0,0,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,8,glide,21.37,11.35,us,right,15.46,15.46,2.95,2.95,8.55,5,5,0.37,0.19,100,0,0,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,8,glide,21.37,11.35,us,right,15.46,15.46,2.95,2.95,8.55,6,6,0.48,0.26,50,30,20,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,8,glide,21.37,11.35,us,right,15.46,15.46,2.95,2.95,8.55,7,7,0.72,0.34,50,30,20,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,8,glide,21.37,11.35,us,right,15.46,15.46,2.95,2.95,8.55,8,8,0.98,0.25,40,30,15,5,10,0,0,
2024,12-Jul-24,JM JG,Deadman,3,8,glide,21.37,11.35,us,right,15.46,15.46,2.95,2.95,8.55,9,9,1.1,0.24,20,5,5,30,40,0,0,Rip rap
2024,12-Jul-24,JM JG,Deadman,3,8,glide,21.37,11.35,us,right,15.46,15.46,2.95,2.95,8.55,10,10,0.92,0.32,20,5,5,30,40,0,0,Rip rap
2024,12-Jul-24,JM JG,Deadman,3,8,glide,21.37,11.35,us,right,15.46,15.46,2.95,2.95,8.55,11,11,0.94,0.19,25,5,5,25,40,0,0,Rip rap
2024,12-Jul-24,JM JG,Deadman,3,8,glide,21.37,11.35,us,right,15.46,15.46,2.95,2.95,8.55,11.6,11.6,0,999,999,999,999,999,999,999,999,
2024,12-Jul-24,JM JG,Deadman,3,9,riffle,43.25,30.46,us,right,24.85,24.85,1,1,6.6,1,1,0,0,999,999,999,999,999,999,999,Deep  
2024,12-Jul-24,JM JG,Deadman,3,9,riffle,43.25,30.46,us,right,24.85,24.85,1,1,6.6,2,2,0.28,0.63,20,40,40,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,9,riffle,43.25,30.46,us,right,24.85,24.85,1,1,6.6,3,3,0.3,0.87,15,25,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,9,riffle,43.25,30.46,us,right,24.85,24.85,1,1,6.6,4,4,0.32,0.73,15,25,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,9,riffle,43.25,30.46,us,right,24.85,24.85,1,1,6.6,5,5,0.34,0.69,10,30,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,9,riffle,43.25,30.46,us,right,24.85,24.85,1,1,6.6,6,6,0.26,0.69,10,30,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,9,riffle,43.25,30.46,us,right,24.85,24.85,1,1,6.6,7,7,0.24,0.09,20,35,45,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,9,riffle,43.25,30.46,us,right,24.85,24.85,1,1,6.6,7.6,7.6,0,0,999,999,999,999,999,999,999,
2024,12-Jul-24,JM JG,Deadman,3,10,riffle,43.25,46.67,us,right,15.58,15.57,0.45,0.65,7.05,0.45,0.65,0,0,999,999,999,999,999,999,999,Add .2m to distances
2024,12-Jul-24,JM JG,Deadman,3,10,riffle,43.25,46.67,us,right,15.58,15.57,0.45,0.65,7.05,1,1.2,0.34,1.13,100,0,0,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,10,riffle,43.25,46.67,us,right,15.58,15.57,0.45,0.65,7.05,2,2.2,0.82,0.65,80,10,10,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,10,riffle,43.25,46.67,us,right,15.58,15.57,0.45,0.65,7.05,3,3.2,0.66,0.46,60,30,10,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,10,riffle,43.25,46.67,us,right,15.58,15.57,0.45,0.65,7.05,4,4.2,0.38,0.13,50,20,30,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,10,riffle,43.25,46.67,us,right,15.58,15.57,0.45,0.65,7.05,5,5.2,0.14,0.03,50,20,30,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,10,riffle,43.25,46.67,us,right,15.58,15.57,0.45,0.65,7.05,6,6.2,0.08,0.04,70,15,15,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,10,riffle,43.25,46.67,us,right,15.58,15.57,0.45,0.65,7.05,7,7.2,0.04,0,70,15,15,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,10,riffle,43.25,46.67,us,right,15.58,15.57,0.45,0.65,7.05,7.5,7.7,0,0,999,999,999,999,999,999,999,
2024,12-Jul-24,JM JG,Deadman,3,11,glide,77.05,40.34,us,right,13.3,13.5,1,1.2,10.9,1,1.2,0,0,999,999,999,999,999,999,999,"Borderline riffle-glide(more glide), add .2m to distances, same glide as transect 12"
2024,12-Jul-24,JM JG,Deadman,3,11,glide,77.05,40.34,us,right,13.3,13.5,1,1.2,10.9,2,2.2,0.15,0.56,0,50,50,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,11,glide,77.05,40.34,us,right,13.3,13.5,1,1.2,10.9,3,3.2,0.13,0.63,0,40,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,11,glide,77.05,40.34,us,right,13.3,13.5,1,1.2,10.9,4,4.2,0.2,0.8,0,40,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,11,glide,77.05,40.34,us,right,13.3,13.5,1,1.2,10.9,5,5.2,0.24,0.68,0,40,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,11,glide,77.05,40.34,us,right,13.3,13.5,1,1.2,10.9,6,6.2,0.23,0.75,0,40,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,11,glide,77.05,40.34,us,right,13.3,13.5,1,1.2,10.9,7,7.2,0.28,0.65,0,40,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,11,glide,77.05,40.34,us,right,13.3,13.5,1,1.2,10.9,8,8.2,0.3,0.53,0,40,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,11,glide,77.05,40.34,us,right,13.3,13.5,1,1.2,10.9,9,9.2,0.36,0.3,60,20,20,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,11,glide,77.05,40.34,us,right,13.3,13.5,1,1.2,10.9,10,10.2,0.28,0.05,50,20,30,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,11,glide,77.05,40.34,us,right,13.3,13.5,1,1.2,10.9,11,11.2,0.2,0.16,50,20,30,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,11,glide,77.05,40.34,us,right,13.3,13.5,1,1.2,10.9,11.9,12.1,0,0,999,999,999,999,999,999,999,
2024,12-Jul-24,JM JG,Deadman,3,12,glide,77.05,20.04,us,right,13.15,13.35,0,1.1,10.05,1.1,1.3,0,0,999,999,999,999,999,999,999,"Add .2m to distance measurments, same glide as transect 11"
2024,12-Jul-24,JM JG,Deadman,3,12,glide,77.05,20.04,us,right,13.15,13.35,0,1.1,10.05,2,2.2,0.36,0.71,10,20,60,10,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,12,glide,77.05,20.04,us,right,13.15,13.35,0,1.1,10.05,3,3.2,0.37,0.79,10,20,60,10,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,12,glide,77.05,20.04,us,right,13.15,13.35,0,1.1,10.05,4,4.2,0.27,0.73,10,20,60,10,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,12,glide,77.05,20.04,us,right,13.15,13.35,0,1.1,10.05,5,5.2,0.2,0.85,10,20,60,10,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,12,glide,77.05,20.04,us,right,13.15,13.35,0,1.1,10.05,6,6.2,0.29,0.74,10,20,60,10,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,12,glide,77.05,20.04,us,right,13.15,13.35,0,1.1,10.05,7,7.2,0.34,0.1,40,40,20,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,12,glide,77.05,20.04,us,right,13.15,13.35,0,1.1,10.05,8,8.2,0.16,0.003,50,30,20,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,12,glide,77.05,20.04,us,right,13.15,13.35,0,1.1,10.05,9,9.2,0.01,0,100,0,0,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,12,glide,77.05,20.04,us,right,13.15,13.35,0,1.1,10.05,10,10.2,0.06,0,100,0,0,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,12,glide,77.05,20.04,us,right,13.15,13.35,0,1.1,10.05,11,11.2,0.04,0.01,100,0,0,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,12,glide,77.05,20.04,us,right,13.15,13.35,0,1.1,10.05,11.15,11.35,0,0,999,999,999,999,999,999,999,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,1.8,2,0,0,999,999,999,999,999,999,999,Add .2m to distance measurments
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,2,2.2,0.4,0.01,100,0,0,0,0,0,0,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,3,3.2,0.76,0.02,100,0,0,0,0,0,0,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,4,4.2,0.77,0.03,80,10,10,0,0,0,0,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,5,5.2,0.92,0.04,80,10,10,0,0,0,0,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,6,6.2,0.72,0.0008,80,10,10,0,0,0,0,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,7,7.2,0.94,0.13,80,10,10,0,0,0,0,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,8,8.2,1,0.08,60,30,10,0,0,0,0,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,9,9.2,0.98,0.07,60,30,10,0,0,0,0,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,10,10.2,0.98,0.02,60,30,10,0,0,0,0,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,11,11.2,1.18,0.03,20,20,50,10,0,0,0,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,12,12.2,1.17,0.04,20,20,50,10,0,0,0,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,13,13.2,1.1,0.39,10,30,60,0,0,0,0,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,14,14.2,0.9,0.52,10,30,60,0,0,0,0,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,15,15.2,0.51,0.52,10,30,60,0,0,0,0,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,16,16.2,0.22,0.43,10,30,60,0,0,0,0,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,17,17.2,0.18,0.16,20,20,60,0,0,0,0,
2024,17-Jul-24,LS JA,Deadman,3,13,pool,29.4,18.5,us,right,19.99,20.19,1.8,2,15.95,17.75,17.95,0,0,999,999,999,999,999,999,999,
2024,12-Jul-24,JM JG,Deadman,3,14,riffle,21.64,9.81,us,right,23.85,24.05,1.1,1.3,10.03,1.1,1.3,0,0,999,999,999,999,999,999,999,"Add .2m to distance measurments, same riffle as transect 15"
2024,12-Jul-24,JM JG,Deadman,3,14,riffle,21.64,9.81,us,right,23.85,24.05,1.1,1.3,10.03,2,2.2,0.22,0.0027,50,0,0,0,0,50,0,
2024,12-Jul-24,JM JG,Deadman,3,14,riffle,21.64,9.81,us,right,23.85,24.05,1.1,1.3,10.03,3,3.2,0.01,0,100,0,0,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,14,riffle,21.64,9.81,us,right,23.85,24.05,1.1,1.3,10.03,3.7,3.9,0,0,999,999,999,999,999,999,999,Sand/gravel bar
2024,12-Jul-24,JM JG,Deadman,3,14,riffle,21.64,9.81,us,right,23.85,24.05,1.1,1.3,10.03,14.85,15.05,0,0,999,999,999,999,999,999,999,Sand/gravel bar
2024,12-Jul-24,JM JG,Deadman,3,14,riffle,21.64,9.81,us,right,23.85,24.05,1.1,1.3,10.03,15,15.2,0.08,0.008,80,0,20,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,14,riffle,21.64,9.81,us,right,23.85,24.05,1.1,1.3,10.03,16,16.2,0.33,0.03,80,0,20,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,14,riffle,21.64,9.81,us,right,23.85,24.05,1.1,1.3,10.03,17,17.2,0.38,0.07,80,0,20,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,14,riffle,21.64,9.81,us,right,23.85,24.05,1.1,1.3,10.03,18,18.2,0.44,0.32,50,50,0,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,14,riffle,21.64,9.81,us,right,23.85,24.05,1.1,1.3,10.03,19,19.2,0.48,1.12,0,30,70,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,14,riffle,21.64,9.81,us,right,23.85,24.05,1.1,1.3,10.03,20,20.2,0.4,0.79,0,30,70,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,14,riffle,21.64,9.81,us,right,23.85,24.05,1.1,1.3,10.03,21,21.2,0.28,0.63,0,30,70,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,14,riffle,21.64,9.81,us,right,23.85,24.05,1.1,1.3,10.03,22,22.2,0.2,0.12,50,30,20,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,14,riffle,21.64,9.81,us,right,23.85,24.05,1.1,1.3,10.03,22.28,22.48,0,0,999,999,999,999,999,999,999,
2024,12-Jul-24,JM JG,Deadman,3,15,riffle,21.64,9.81,us,right,19.98,20.18,12.2,12.4,6.83,12.2,12.4,0,0,999,999,999,999,999,999,999,"Add .2m to distance measurments, same riffle as transect 14"
2024,12-Jul-24,JM JG,Deadman,3,15,riffle,21.64,9.81,us,right,19.98,20.18,12.2,12.4,6.83,13,13.2,0.12,0.78,0,40,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,15,riffle,21.64,9.81,us,right,19.98,20.18,12.2,12.4,6.83,14,14.2,0.04,0.53,0,40,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,15,riffle,21.64,9.81,us,right,19.98,20.18,12.2,12.4,6.83,15,15.2,0.12,0.33,0,40,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,15,riffle,21.64,9.81,us,right,19.98,20.18,12.2,12.4,6.83,16,16.2,0.19,0.37,0,40,60,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,15,riffle,21.64,9.81,us,right,19.98,20.18,12.2,12.4,6.83,17,17.2,0.37,1.18,0,30,70,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,15,riffle,21.64,9.81,us,right,19.98,20.18,12.2,12.4,6.83,18,18.2,0.44,1.03,0,30,70,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,15,riffle,21.64,9.81,us,right,19.98,20.18,12.2,12.4,6.83,19,19.2,0.32,0.31,0,30,70,0,0,0,0,
2024,12-Jul-24,JM JG,Deadman,3,15,riffle,21.64,9.81,us,right,19.98,20.18,12.2,12.4,6.83,19.03,19.23,0,0,999,999,999,999,999,999,999,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
